timestamp,building,floor_area,zone_name,category,meter_id,area_m2,energy_kwh,avg_power_kw,occupancy_level,outside_temp_c,is_weekend,working_hours,time_period,notes
6/1/2026 00:00,Academic and Laboratory Building,Floor 1,Laboratory Equipment,Laboratory Equipment,MTR-F1-LAB,900,4.78,4.78,Very Low,9.8,FALSE,FALSE,Night Base Load,Night Base Load; weekday profile
6/6/2026 19:00,Academic and Laboratory Building,Common Building Services,Fire and Safety,Fire and Safety,MTR-COM-FIRE,9000,0.78,0.78,Very Low,17.4,TRUE,FALSE,Closing / Decreasing Load,Closing / Decreasing Load; weekend profile
6/6/2026 19:00,Academic and Laboratory Building,Common Building Services,Outdoor Lighting,Outdoor Lighting,MTR-COM-OUT,1000,0.32,0.32,Very Low,17.4,TRUE,FALSE,Closing / Decreasing Load,Closing / Decreasing Load; weekend profile
6/6/2026 19:00,Academic and Laboratory Building,Common Building Services,ELV / Network System,ELV / Network System,MTR-COM-ELV,9000,4.43,4.43,Very Low,17.4,TRUE,FALSE,Closing / Decreasing Load,Closing / Decreasing Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 1,Laboratory Equipment,Laboratory Equipment,MTR-F1-LAB,900,1.64,1.64,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 1,HVAC,HVAC,MTR-F1-HVAC,2800,10.07,10.07,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 1,Work Area Lighting,Work Area Lighting,MTR-F1-WAL,1400,0.44,0.44,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 1,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F1-CLL,600,2.15,2.15,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 1,Plug Load,Plug Load,MTR-F1-PLG,1200,0.72,0.72,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 2,IT / Computer Lab Equipment,IT / Computer Lab Equipment,MTR-F2-ITLAB,700,1.17,1.17,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 2,HVAC,HVAC,MTR-F2-HVAC,2300,8.03,8.03,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 2,Work Area Lighting,Work Area Lighting,MTR-F2-WAL,1300,0.37,0.37,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 2,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F2-CLL,500,2.13,2.13,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 2,Plug Load,Plug Load,MTR-F2-PLG,1100,0.77,0.77,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 3,Smart Lab / Studio Equipment,Smart Lab / Studio Equipment,MTR-F3-SMART,500,1.1,1.1,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 3,HVAC,HVAC,MTR-F3-HVAC,2100,8.31,8.31,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 3,Work Area Lighting,Work Area Lighting,MTR-F3-WAL,1200,0.31,0.31,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 3,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F3-CLL,500,1.8,1.8,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 3,Plug Load,Plug Load,MTR-F3-PLG,900,0.56,0.56,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 4,Server Room,Server Room,MTR-F4-SERVER,280,19.94,19.94,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 4,IT Infrastructure,IT Infrastructure,MTR-F4-ITINF,160,5.9,5.9,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 4,HVAC,HVAC,MTR-F4-HVAC,1800,7.59,7.59,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 4,Work Area Lighting,Work Area Lighting,MTR-F4-WAL,900,0.26,0.26,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 4,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F4-CLL,400,1.63,1.63,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Floor 4,Plug Load,Plug Load,MTR-F4-PLG,700,0.37,0.37,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Common Building Services,Elevator,Elevator,MTR-COM-ELEV,150,0.38,0.38,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Common Building Services,Fire and Safety,Fire and Safety,MTR-COM-FIRE,9000,0.78,0.78,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Common Building Services,Outdoor Lighting,Outdoor Lighting,MTR-COM-OUT,1000,0.35,0.35,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 20:00,Academic and Laboratory Building,Common Building Services,ELV / Network System,ELV / Network System,MTR-COM-ELV,9000,3.87,3.87,Very Low,16.5,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 1,Laboratory Equipment,Laboratory Equipment,MTR-F1-LAB,900,1.62,1.62,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 1,HVAC,HVAC,MTR-F1-HVAC,2800,10.37,10.37,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 1,Work Area Lighting,Work Area Lighting,MTR-F1-WAL,1400,0.43,0.43,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 1,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F1-CLL,600,2.13,2.13,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 1,Plug Load,Plug Load,MTR-F1-PLG,1200,0.71,0.71,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 2,IT / Computer Lab Equipment,IT / Computer Lab Equipment,MTR-F2-ITLAB,700,1.08,1.08,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 2,HVAC,HVAC,MTR-F2-HVAC,2300,7.9,7.9,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 2,Work Area Lighting,Work Area Lighting,MTR-F2-WAL,1300,0.37,0.37,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 2,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F2-CLL,500,1.97,1.97,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 2,Plug Load,Plug Load,MTR-F2-PLG,1100,0.77,0.77,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 3,Smart Lab / Studio Equipment,Smart Lab / Studio Equipment,MTR-F3-SMART,500,1.05,1.05,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 3,HVAC,HVAC,MTR-F3-HVAC,2100,7.39,7.39,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 3,Work Area Lighting,Work Area Lighting,MTR-F3-WAL,1200,0.32,0.32,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 3,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F3-CLL,500,1.72,1.72,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 3,Plug Load,Plug Load,MTR-F3-PLG,900,0.59,0.59,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 4,Server Room,Server Room,MTR-F4-SERVER,280,20.4,20.4,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 4,IT Infrastructure,IT Infrastructure,MTR-F4-ITINF,160,5.77,5.77,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 4,HVAC,HVAC,MTR-F4-HVAC,1800,6.95,6.95,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 4,Work Area Lighting,Work Area Lighting,MTR-F4-WAL,900,0.24,0.24,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 4,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F4-CLL,400,1.46,1.46,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Floor 4,Plug Load,Plug Load,MTR-F4-PLG,700,0.37,0.37,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Common Building Services,Elevator,Elevator,MTR-COM-ELEV,150,0.37,0.37,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Common Building Services,Fire and Safety,Fire and Safety,MTR-COM-FIRE,9000,0.78,0.78,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Common Building Services,Outdoor Lighting,Outdoor Lighting,MTR-COM-OUT,1000,1.01,1.01,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 21:00,Academic and Laboratory Building,Common Building Services,ELV / Network System,ELV / Network System,MTR-COM-ELV,9000,3.88,3.88,Very Low,14.9,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 1,Laboratory Equipment,Laboratory Equipment,MTR-F1-LAB,900,1.62,1.62,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 1,HVAC,HVAC,MTR-F1-HVAC,2800,9.49,9.49,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 1,Work Area Lighting,Work Area Lighting,MTR-F1-WAL,1400,0.42,0.42,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 1,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F1-CLL,600,2.13,2.13,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 1,Plug Load,Plug Load,MTR-F1-PLG,1200,0.65,0.65,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 2,IT / Computer Lab Equipment,IT / Computer Lab Equipment,MTR-F2-ITLAB,700,1.13,1.13,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 2,HVAC,HVAC,MTR-F2-HVAC,2300,8.18,8.18,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 2,Work Area Lighting,Work Area Lighting,MTR-F2-WAL,1300,0.37,0.37,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 2,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F2-CLL,500,1.89,1.89,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 2,Plug Load,Plug Load,MTR-F2-PLG,1100,0.75,0.75,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 3,Smart Lab / Studio Equipment,Smart Lab / Studio Equipment,MTR-F3-SMART,500,1,1,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 3,HVAC,HVAC,MTR-F3-HVAC,2100,7.61,7.61,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 3,Work Area Lighting,Work Area Lighting,MTR-F3-WAL,1200,0.31,0.31,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 3,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F3-CLL,500,1.71,1.71,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 3,Plug Load,Plug Load,MTR-F3-PLG,900,0.63,0.63,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 4,Server Room,Server Room,MTR-F4-SERVER,280,20.22,20.22,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 4,IT Infrastructure,IT Infrastructure,MTR-F4-ITINF,160,6.01,6.01,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 4,HVAC,HVAC,MTR-F4-HVAC,1800,7.63,7.63,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 4,Work Area Lighting,Work Area Lighting,MTR-F4-WAL,900,0.26,0.26,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 4,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F4-CLL,400,1.45,1.45,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Floor 4,Plug Load,Plug Load,MTR-F4-PLG,700,0.35,0.35,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Common Building Services,Elevator,Elevator,MTR-COM-ELEV,150,0.36,0.36,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Common Building Services,Fire and Safety,Fire and Safety,MTR-COM-FIRE,9000,0.79,0.79,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Common Building Services,Outdoor Lighting,Outdoor Lighting,MTR-COM-OUT,1000,2.4,2.4,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 22:00,Academic and Laboratory Building,Common Building Services,ELV / Network System,ELV / Network System,MTR-COM-ELV,9000,3.89,3.89,Very Low,13.1,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 1,Laboratory Equipment,Laboratory Equipment,MTR-F1-LAB,900,1.6,1.6,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 1,HVAC,HVAC,MTR-F1-HVAC,2800,9.49,9.49,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 1,Work Area Lighting,Work Area Lighting,MTR-F1-WAL,1400,0.46,0.46,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 1,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F1-CLL,600,2.37,2.37,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 1,Plug Load,Plug Load,MTR-F1-PLG,1200,0.68,0.68,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 2,IT / Computer Lab Equipment,IT / Computer Lab Equipment,MTR-F2-ITLAB,700,1.13,1.13,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 2,HVAC,HVAC,MTR-F2-HVAC,2300,8.02,8.02,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 2,Work Area Lighting,Work Area Lighting,MTR-F2-WAL,1300,0.39,0.39,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 2,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F2-CLL,500,2.1,2.1,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 2,Plug Load,Plug Load,MTR-F2-PLG,1100,0.77,0.77,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 3,Smart Lab / Studio Equipment,Smart Lab / Studio Equipment,MTR-F3-SMART,500,1.08,1.08,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 3,HVAC,HVAC,MTR-F3-HVAC,2100,7.73,7.73,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 3,Work Area Lighting,Work Area Lighting,MTR-F3-WAL,1200,0.3,0.3,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 3,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F3-CLL,500,1.88,1.88,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 3,Plug Load,Plug Load,MTR-F3-PLG,900,0.58,0.58,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 4,Server Room,Server Room,MTR-F4-SERVER,280,20.2,20.2,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 4,IT Infrastructure,IT Infrastructure,MTR-F4-ITINF,160,6,6,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 4,HVAC,HVAC,MTR-F4-HVAC,1800,6.96,6.96,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 4,Work Area Lighting,Work Area Lighting,MTR-F4-WAL,900,0.26,0.26,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 4,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F4-CLL,400,1.57,1.57,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Floor 4,Plug Load,Plug Load,MTR-F4-PLG,700,0.32,0.32,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Common Building Services,Elevator,Elevator,MTR-COM-ELEV,150,0.34,0.34,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Common Building Services,Fire and Safety,Fire and Safety,MTR-COM-FIRE,9000,0.78,0.78,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Common Building Services,Outdoor Lighting,Outdoor Lighting,MTR-COM-OUT,1000,3.51,3.51,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/6/2026 23:00,Academic and Laboratory Building,Common Building Services,ELV / Network System,ELV / Network System,MTR-COM-ELV,9000,3.93,3.93,Very Low,12.8,TRUE,FALSE,Evening Low Load,Evening Low Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 1,Laboratory Equipment,Laboratory Equipment,MTR-F1-LAB,900,1.32,1.32,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 1,HVAC,HVAC,MTR-F1-HVAC,2800,8.45,8.45,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 1,Work Area Lighting,Work Area Lighting,MTR-F1-WAL,1400,0.25,0.25,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 1,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F1-CLL,600,2,2,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 1,Plug Load,Plug Load,MTR-F1-PLG,1200,0.54,0.54,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 2,IT / Computer Lab Equipment,IT / Computer Lab Equipment,MTR-F2-ITLAB,700,0.94,0.94,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 2,HVAC,HVAC,MTR-F2-HVAC,2300,7.58,7.58,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 2,Work Area Lighting,Work Area Lighting,MTR-F2-WAL,1300,0.21,0.21,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 2,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F2-CLL,500,1.6,1.6,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 2,Plug Load,Plug Load,MTR-F2-PLG,1100,0.58,0.58,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 3,Smart Lab / Studio Equipment,Smart Lab / Studio Equipment,MTR-F3-SMART,500,0.77,0.77,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 3,HVAC,HVAC,MTR-F3-HVAC,2100,6.33,6.33,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 3,Work Area Lighting,Work Area Lighting,MTR-F3-WAL,1200,0.17,0.17,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 3,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F3-CLL,500,1.56,1.56,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 3,Plug Load,Plug Load,MTR-F3-PLG,900,0.46,0.46,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 4,Server Room,Server Room,MTR-F4-SERVER,280,20.4,20.4,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 4,IT Infrastructure,IT Infrastructure,MTR-F4-ITINF,160,5.44,5.44,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 4,HVAC,HVAC,MTR-F4-HVAC,1800,6.09,6.09,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 4,Work Area Lighting,Work Area Lighting,MTR-F4-WAL,900,0.13,0.13,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 4,Circulation and Lobby Lighting,Circulation and Lobby Lighting,MTR-F4-CLL,400,1.33,1.33,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Floor 4,Plug Load,Plug Load,MTR-F4-PLG,700,0.26,0.26,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Common Building Services,Elevator,Elevator,MTR-COM-ELEV,150,0.15,0.15,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
6/7/2026 00:00,Academic and Laboratory Building,Common Building Services,Fire and Safety,Fire and Safety,MTR-COM-FIRE,9000,0.78,0.78,Very Low,11.3,TRUE,FALSE,Night Base Load,Night Base Load; weekend profile
